,title,firstimage,cat1,cat2,cat3,addr1,mapx,mapy,overview,Rating,Reviews,overview_prep,tokenizing
576,덴드리,http://tong.visitkorea.or.kr/cms/resource/71/2845271_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 서귀포시 삼달로 28-1,126.8659214086,33.3694419084,"덴드리는 제주도 서귀포 성산읍 삼달리에 위치한 감귤밭 카페이다. 그리스 산토리니 스타일로 지어진 흰색 건물에 감귤밭이 보이는 곳으로 창을 냈다. 겨울에는 온통 귤빛으로 물든 아름다운 경치를 감상할 수 있으며 카페 내부도 자연 친화적인 조명과 식물로 인테리어를 마쳤다. 넓은 통창을 통해 날씨에 상관없이 사계절을 즐길 수 있다. 
견고하고 묵직한 원두의 깊은 맛과 직접 기른 청귤의 은은한 산미와 단 맛이 기분 좋은 덴드리 청귤라떼와 프랑스산 고메버터 풍미 깊은 퍼프 속 수제 바닐라빈 크림이 들어간 달콤한 덴드리 쿠키슈, 덴드리에서 직접 키운 귤로 만드는 신선하고 건강한 수제청 청귤 에이드가 이곳의 시그니처 메뉴이다. 이 외에도 깔끔한 콜드브루 베이스에 시원한 연유크림이 올라간 아이스커피인 프레도카푸치노, 겹겹이 쌓은 필로에 고메버터를 바르고, 견과류와 수제 크림치즈를 더한 고소한 수제 페스츄리인 바클라바 등 다양한 디저트와 음료가 준비되어 있다.",4.5,(128),덴드리는 제주도 서귀포 성산읍 삼달리에 위치한 감귤밭 카페이다 그리스 산토리니 스타일로 지어진 흰색 건물에 감귤밭이 보이는 곳으로 창을 냈다 겨울에는 온통 귤빛으로 물든 아름다운 경치를 감상할 수 있으며 카페 내부도 자연 친화적인 조명과 식물로 인테리어를 마쳤다 넓은 통창을 통해 날씨에 상관없이 사계절을 즐길 수 있다 견고하고 묵직한 원두의 깊은 맛과 직접 기른 청귤의 은은한 산미와 단 맛이 기분 좋은 덴드리 청귤라떼와 프랑스산 고메버터 풍미 깊은 퍼프 속 수제 바닐라빈 크림이 들어간 달콤한 덴드리 쿠키슈 덴드리에서 직접 키운 귤로 만드는 신선하고 건강한 수제청 청귤 에이드가 이곳의 시그니처 메뉴이다 이 외에도 깔끔한 콜드브루 베이스에 시원한 연유크림이 올라간 아이스커피인 프레도카푸치노 겹겹이 쌓은 필로에 고메버터를 바르고 견과류와 수제 크림치즈를 더한 고소한 수제 페스츄리인 바클라바 등 다양한 디저트와 음료가 준비되어 있다,덴 서귀포 성산읍 달리 위치 감귤 밭 카페 그리스 산토리니 스타일 흰색 건물 감귤 밭 창 겨울 온통 귤빛 물든 아름답다 경치 감상 카페 내부 자연 친 적 조명 식물 인테리어 넓다 통창 통해 날씨 상관없다 사계절 견고하다 묵직하다 원두 깊다 맛 직접 청귤 은은하다 산미 단 맛 기분 덴드리 청귤 라떼 프랑스 산 메 버터 밉다 깊다 퍼프 수제 바닐라 빈 크림 달콤하다 덴드리 쿠키 슈 덴드리 직접 귤 신선하다 건강하다 제청 청귤 이드 처 메뉴 이 깔끔하다 콜드 브루 베이스 시원하다 연유 크림 아이스커피 프레 카푸치노 겹겹이 필로 메 버터 견과류 수제 크림 치즈 더하다 고소하다 수제 페스 츄리 바클라바 다양하다 디저트 음료 준비
577,델문도,http://tong.visitkorea.or.kr/cms/resource/13/2784613_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 조천읍 조함해안로 519-10,126.6687150779,33.5437389138,함덕해수욕장 바닷가에 있는 델문도는 백사장 한가운데 있어 마치 바다 위에 떠 있는 느낌을 주어 사람들의 발길이 끊이질 않는 제주 핫플레이스 카페 중 하나이다. 제주 최대 로스팅 전문점으로 세계에서 60대밖에 없는 기계를 소유한 델문도는 신선한 원두로 내리는 커피와 다양한 종류의 빵과 젤라또를 판매하는 베이커리 카페이다. 이곳에서 만드는 빵은 나오는 시간이 각각 정해져 있어 원하는 빵이 있다면 시간 확인 후 방문하는 게 좋다. 매장 한편에 원두와 굿즈도 판매한다. 직접 로스팅하여 내린 커피부터 디저트까지 즐길 수 있는 델문도는 메뉴의 선택이 다양하여 가족과 함께 가기 좋다.,4.1,"(4,362)",함덕해수욕장 바닷가에 있는 델문도는 백사장 한가운데 있어 마치 바다 위에 떠 있는 느낌을 주어 사람들의 발길이 끊이질 않는 제주 핫플레이스 카페 중 하나이다 제주 최대 로스팅 전문점으로 세계에서 대밖에 없는 기계를 소유한 델문도는 신선한 원두로 내리는 커피와 다양한 종류의 빵과 젤라또를 판매하는 베이커리 카페이다 이곳에서 만드는 빵은 나오는 시간이 각각 정해져 있어 원하는 빵이 있다면 시간 확인 후 방문하는 게 좋다 매장 한편에 원두와 굿즈도 판매한다 직접 로스팅하여 내린 커피부터 디저트까지 즐길 수 있는 델문도는 메뉴의 선택이 다양하여 가족과 함께 가기 좋다,함덕 해수욕장 바닷가 델문도 사장 한가운데 마치 바다 느낌 주어 사람 발길 핫 레이스 카페 하나 최대 로스팅 전문점 세계 기계 소유 델문도 신선하다 원두 커피 다양하다 종류 빵 젤라또 판매 베이커리 카페 빵 시간 각각 원하다 빵 시간 확인 방문 한편 원두 굿 판매 직접 로스팅 커피 디저트 델문도 메뉴 선택 다양하다 가족
578,도갈비,http://tong.visitkorea.or.kr/cms/resource/83/2870583_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 한라대학로 85,126.4793136221,33.4765544369,"도갈비는 제주시 노형동 한라대학교 근처에 있는 흑돼지구이 전문점이다. 제주산 흑돼지에 촘촘히 칼집을 내어 쫀득한 육질과 풍부한 육즙이 그대로 살아있다. 반찬은 기본 찬과 멜젓이 나오는데 고기 찍는 소스에 해당하는 멜젓이 별미이고, 멜젓에 볶아먹는 볶음밥도 대표 메뉴다. 흑돼지오겹살, 흑돼지 특수부위가 있고 고기폭탄된장찌개와 냉면 맛도 일품이다. 현지인들도 추천하는 맛집인 만큼 대기 손님이 많고, 주차공간이 부족하다. 주변 여행지로 한라수목원, 이호테우해변 등이 있다.",4.7,(188),도갈비는 제주시 노형동 한라대학교 근처에 있는 흑돼지구이 전문점이다 제주산 흑돼지에 촘촘히 칼집을 내어 쫀득한 육질과 풍부한 육즙이 그대로 살아있다 반찬은 기본 찬과 멜젓이 나오는데 고기 찍는 소스에 해당하는 멜젓이 별미이고 멜젓에 볶아먹는 볶음밥도 대표 메뉴다 흑돼지오겹살 흑돼지 특수부위가 있고 고기폭탄된장찌개와 냉면 맛도 일품이다 현지인들도 추천하는 맛집인 만큼 대기 손님이 많고 주차공간이 부족하다 주변 여행지로 한라수목원 이호테우해변 등이 있다,갈비 제주시 노형동 한라대 학교 근처 돼지 구이 전문점 주산 돼지 칼집 쫀득 육질 풍부하다 육즙 반찬 기본 찬 젓 고기 소스 젓 별미 젓 볶음밥 대표 메뉴 겹살 돼지 특수 부위 폭탄 된장찌개 냉면 맛 일품 지인 추천 맛집 대기 손님 주차공간 부족하다 주변 여행지 한라 수목원 이호 테 우해 변
579,도남오거리식당,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020100,제주특별자치도 제주시 도남로6길 16,126.5261257672,33.4965335254,"20여 년 전통의 고기 전문점으로, 소, 돼지 다양한 구이 메뉴를 취향대로 즐길 수 있는 한식당이다. 제주에서 흔히 맛볼 수 없는 황소 모둠구이 전문식당이다. 황소 모둠구이, 육회, 쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다. 그리고 돌솥육회비빔밥, 우거지탕, 육개장, 김치전골 등의 식사메뉴와 냉면 메뉴가 마련되어 있다.",4.1,(324),여 년 전통의 고기 전문점으로 소 돼지 다양한 구이 메뉴를 취향대로 즐길 수 있는 한식당이다 제주에서 흔히 맛볼 수 없는 황소 모둠구이 전문식당이다 황소 모둠구이 육회 쌈밥 등의 메뉴를 가지고 있는데 다양한 소 부위를 저렴하게 먹을 수 있는 곳으로 유명하다 그리고 돌솥육회비빔밥 우거지탕 육개장 김치전골 등의 식사메뉴와 냉면 메뉴가 마련되어 있다,여 년 전통 고기 전문점 소 돼지 다양하다 구이 메뉴 취향 한식당 흔하다 황소 모 구이 전문식 황소 모 구이 육회 쌈밥 메뉴 가지 다양하다 소 부위 저렴하다 유명하다 돌솥 육회 비빔밥 우거지 탕 육개장 김치 전골 식사 메뉴 냉면 메뉴 마련
580,도도톳김밥세화점,https://blog.kakaocdn.net/dn/Hh733/btrcA1znbC9/m3cFIkMBMYyJlnHe7WBiN1/img.gif,A05,A0502,A05020100,제주특별자치도 제주시 구좌읍 세화리,126.861412682,33.5244302677,"세화해변 앞 경치가 일품으로, 여행하다 간편히 들러 끼니를 해결하기에 좋아 여행객들의 많은 방문이 있는 김밥 집이다.
홀 테이블은 5~6개로 매장 취식이 가능하다.
근처 유명 카페들도 많아 세화 해변 근처를 여행하는 방문객들이 간단히 식사후 이동하기 좋은 음식점이다.",4.0,(87),세화해변 앞 경치가 일품으로 여행하다 간편히 들러 끼니를 해결하기에 좋아 여행객들의 많은 방문이 있는 김밥 집이다홀 테이블은 개로 매장 취식이 가능하다근처 유명 카페들도 많아 세화 해변 근처를 여행하는 방문객들이 간단히 식사후 이동하기 좋은 음식점이다,화 해변 앞 경치 일품 여행 간편하다 끼니 해결 여행객 방문 김밥 집 홀 테이블 취식 가능하다 근처 유명 카페 화 해변 근처 여행 방문객 간단하다 식사 이동 음식점
581,도두반점 제주사수점,http://tong.visitkorea.or.kr/cms/resource/44/2850044_image2_1.JPG,A05,A0502,A05020400,제주특별자치도 제주시 서해안로 317,126.4791906626,33.5095952211,"도두반점은 제주시 용담해안도로 사수항에 있다. 제주 모자반(몸)을 넣은 흑돼지몸짬뽕이 대표메뉴이며 사골육수의 구수함과 몸의 식감이 어우러진 맛이다. 두툼한 등심에 쫀득한 식감으로 튀김옷을 입힌 흑돼지탕수육과 고기가 많이 들어간 도두볶음밥도 인기이다. 근처 여행지로 무지개해안도로와 도두봉이 있으며, 공항 근처에 있어 도착과 출발 여행자들이 많이 찾는다.",4.0,(463),도두반점은 제주시 용담해안도로 사수항에 있다 제주 모자반몸을 넣은 흑돼지몸짬뽕이 대표메뉴이며 사골육수의 구수함과 몸의 식감이 어우러진 맛이다 두툼한 등심에 쫀득한 식감으로 튀김옷을 입힌 흑돼지탕수육과 고기가 많이 들어간 도두볶음밥도 인기이다 근처 여행지로 무지개해안도로와 도두봉이 있으며 공항 근처에 있어 도착과 출발 여행자들이 많이 찾는다,반점 제주시 용담 도로 수항 모자반 몸 돼지 몸 짬뽕 대표 메뉴 사골 수의 구수하다 몸 식감 맛 두툼 등심 쫀득 식감 튀김 옷 돼지 탕수육 고기 볶음밥 인기 근처 여행지 무지개 도로 두봉 공항 근처 도착 출발 여행자
582,도두해녀의집,http://tong.visitkorea.or.kr/cms/resource/27/2758927_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 도두항길 16,126.4666334976,33.5062203952,"도두해녀의집은 제주 국제공항에서 10분 거리에 있어 제주를 오갈 때 들르기 좋다. 특 물회, 전복물회, 한치물회 등 다양한 물회 메뉴가 있으며 계절별로 신선한 재료가 준비되니 방문하기 전에 주문 가능한 메뉴를 확인 후 방문하면 좋다. 성게비빔밥의 경우 하루 한정 수량이 있어 점심시간 전에도 매진된다고 하니 너무 늦지 않게 방문하는 게 좋다. 도두해녀의집은 물회 맛집으로 알려졌지만 전복죽 맛집으로도 유명하다. 전복 내장 특유의 고소한 맛과 진한 맛이 있어 이곳을 방문한 고객들은 인생 전복죽이라고 평가하기도 한다.",4.1,"(2,475)",도두해녀의집은 제주 국제공항에서 분 거리에 있어 제주를 오갈 때 들르기 좋다 특 물회 전복물회 한치물회 등 다양한 물회 메뉴가 있으며 계절별로 신선한 재료가 준비되니 방문하기 전에 주문 가능한 메뉴를 확인 후 방문하면 좋다 성게비빔밥의 경우 하루 한정 수량이 있어 점심시간 전에도 매진된다고 하니 너무 늦지 않게 방문하는 게 좋다 도두해녀의집은 물회 맛집으로 알려졌지만 전복죽 맛집으로도 유명하다 전복 내장 특유의 고소한 맛과 진한 맛이 있어 이곳을 방문한 고객들은 인생 전복죽이라고 평가하기도 한다,해녀 국제공항 거리 때 특 물회 전복 물회 한치 물회 다양하다 물회 메뉴 계절 신선하다 재료 준비 방문 전 주문 가능하다 메뉴 확인 방문 성게 비빔밥 하루 한정 수량 점심시간 전 매진 하니 방문 해녀 물회 맛집 전복죽 맛집 유명하다 전복 내장 특유 고소하다 맛 진하다 맛 방문 고객 인생 전복죽 평가
583,도두후레쉬,http://tong.visitkorea.or.kr/cms/resource/95/2870595_image2_1.jpg,A05,A0502,A05020200,제주특별자치도 제주시 도공로 34,126.4658975168,33.503298485,"도두후레쉬는 제주공항 인근, 이호테우 해수욕장, 무지개 해안 도로에 인접한 수제 햄버거 테이크 아웃 전문점이다. 신선하고 두툼한 패티를 위해 냉동이나 해동 과정을 거치지 않고 매일 새롭게 만들어 제공한다. 소스와 버거 시즈닝을 직접 배합하여 만들고 햄버거 경쾌하여 사진을 남기기에도 좋다. 매장에 테이블은 없으며 테이크아웃 전문점이다. 메뉴는 베이컨에그버거, 빅더블스파이시버거, 싱글버거, 불고기버거등이 있고 다양한 음료도 있다. 주변 여행지로 이호테우해면, 알작지해변, 도두봉, 무지개해안도로 등이 있다.",4.0,(103),도두후레쉬는 제주공항 인근 이호테우 해수욕장 무지개 해안 도로에 인접한 수제 햄버거 테이크 아웃 전문점이다 신선하고 두툼한 패티를 위해 냉동이나 해동 과정을 거치지 않고 매일 새롭게 만들어 제공한다 소스와 버거 시즈닝을 직접 배합하여 만들고 햄버거 경쾌하여 사진을 남기기에도 좋다 매장에 테이블은 없으며 테이크아웃 전문점이다 메뉴는 베이컨에그버거 빅더블스파이시버거 싱글버거 불고기버거등이 있고 다양한 음료도 있다 주변 여행지로 이호테우해면 알작지해변 도두봉 무지개해안도로 등이 있다,레쉬 공항 인근 이호 테 해수욕장 무지개 해안 도로 인접 수제 햄버거 테이크 아웃 전문점 신선하다 두툼 패티 냉동 해동 과정 거치 새롭다 제공 소스 버거 닝 직접 배합 햄버거 경쾌하다 사진 남 기기 테이블 테이크아웃 전문점 메뉴 베이컨 버거 빅 더블 스파이 버거 싱글 버거 불고기 버거 다양하다 음료 주변 여행지 이호 테 우해 알 작다 해변 두봉 무지개 도로
584,도라지식당,http://tong.visitkorea.or.kr/cms/resource/01/1934501_image2_1.jpg,A05,A0502,A05020100,제주특별자치도 제주시 연삼로 128,126.50594983,33.4927114054,"제주 토속음식 전문점으로 제주가 아니면 맛볼 수 없는 갈치 호박국, 싱싱한 생선에 미역을 곁들인 옥돔국과 갈치구이, 옥돔구이가 일품이다. 여름철엔 물회 역시 일품이다. 30여 년을 함께 한 시청 도라지식당은 더 넓은 주차공간과 좋은 시설, 지리적 조건 등을 고려해 공항 근처로 확장 이전하여 운영하고 있다.",3.8,(549),제주 토속음식 전문점으로 제주가 아니면 맛볼 수 없는 갈치 호박국 싱싱한 생선에 미역을 곁들인 옥돔국과 갈치구이 옥돔구이가 일품이다 여름철엔 물회 역시 일품이다 여 년을 함께 한 시청 도라지식당은 더 넓은 주차공간과 좋은 시설 지리적 조건 등을 고려해 공항 근처로 확장 이전하여 운영하고 있다,토속 음식 전문점 갈치 호박 국 싱싱하다 생선 미역 옥돔 국 갈치 구이 옥돔 구이 일품 여름철 물회 역시 일품 여 년 시청 도라지 식당 더 넓다 주차공간 시설 지리 조건 고려 공항 근처 확장 이전 운영
585,도란도넛,http://tong.visitkorea.or.kr/cms/resource/17/2863817_image2_1.jpg,A05,A0502,A05020900,제주특별자치도 제주시 우령안1길 22,126.4294371697,33.4868802796,"도란도넛은 제주시 외도동 골목 안쪽에 있다. 수제 도넛 전문점으로 기본 도넛의 경우 아침 7시, 토핑 도넛은 아침 8시 30분에 나오기 때문에 아침 대용으로 커피와 도넛을 먹기 좋아 도민 맛집으로 알려졌다. 도넛은 담백하고, 덜 달고, 관광지의 비싼 물가에 비해 저렴하다. 시그니처 메뉴로 레몬피스타치오, 옥수수크림치즈, 블루베리크림치즈가 있으며, 어린이우유 같은 어린이용 메뉴도 있다. 주변 여행지로 월대천, 내도알작지 해변, 이호테우 해변 등이 있다.",4.6,(38),도란도넛은 제주시 외도동 골목 안쪽에 있다 수제 도넛 전문점으로 기본 도넛의 경우 아침 시 토핑 도넛은 아침 시 분에 나오기 때문에 아침 대용으로 커피와 도넛을 먹기 좋아 도민 맛집으로 알려졌다 도넛은 담백하고 덜 달고 관광지의 비싼 물가에 비해 저렴하다 시그니처 메뉴로 레몬피스타치오 옥수수크림치즈 블루베리크림치즈가 있으며 어린이우유 같은 어린이용 메뉴도 있다 주변 여행지로 월대천 내도알작지 해변 이호테우 해변 등이 있다,도란 도넛 제주시 외도동 골목 안쪽 수제 도넛 전문점 기본 도넛 아침 토핑 도넛 아침 아침 대용 커피 도넛 먹기 도민 맛집 도넛 담백하다 덜 달 관광지 비싸다 물가 저렴하다 처 메뉴 레몬 피스타치오 옥수수 크림 치즈 블루베리 크림 치즈 어린이 우유 같다 어린이 용 메뉴 주변 여행지 대천 알 작다 해변 이호 테 해변
