contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2892282,39,영국찻집,20221101112913,20221101112936,,,"<a href=""https://www.instagram.com/gb_tea_room/""target=""_blank"" title=""새창 : 영국찻집 사이트로 이동"">https://www.instagram.com/gb_tea_room/</a>",,http://tong.visitkorea.or.kr/cms/resource/33/2891933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2891933_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 녹근로 19-15,,63039,126.3141237647,33.4172639406,6,"영국찻집은 애월읍 봉성리 마을 안에 있다. 이름처럼 영국식 찻집으로 잉글리시 브랙퍼스트 등 영국 티와 밀크티, 오이샌드위치 등의 메뉴가 있다. 동화책에 나올 것 같은 외관에 영국식 탁자와 찬장, 마룻바닥, 샹들리에 등 분위기가 차분하고 사진찍기 좋은 카페이다. 최대 4명까지 입장할 수 있고, 상업사진은 미리 대관 허락을 받아야 하고 마을 길이 좁아 큰 길가에 주차하고 걸어 들어올 것을 권한다. 주변 여행지로 납읍리 난대림지대가 있다."
2774868,39,영실국수,20211117002323,20230117163544,,,"<a href=""http://instagram.com/yeongsilnoodle"" target=""_blank"" title=""새창 : 영실국수 사이트로 이동"">http://instagram.com/yeongsilnoodle</a>",,http://tong.visitkorea.or.kr/cms/resource/38/2774938_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2774938_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 일주서로 470,(하원동),63541,126.4583815477,33.2544508767,6,"3대째 주방장이 매일 직접 뽑아내는 생면 100%를 사용한 고기국수 전문점 영실국수는 쫄깃하고 탱탱한 식감으로 유명하다. 고기국수, 짬뽕, 회국수, 돌문어 비빔밥 등 다양한 메뉴가 준비되어 있다. 스포츠투데이 주관 2017년 고객 만족 부분 대상을 차지한 업체로 고기국수, 비빔국수, 짬뽕, 돔베고기, 수육, 고기만두 등으로 구성된 가성비 좋은 영실상차림 세트가 유명하다. 또한, 4세 미만의 아이에게는 국수가 무료로 제공된다."
2872007,39,영육일삼,20221020152028,20221102102830,,,,,http://tong.visitkorea.or.kr/cms/resource/59/2893559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2893559_image3_1.jpg,Type3,A05,A0502,A05020300,제주특별자치도 서귀포시 이어도로 679,,63564,126.4883516177,33.2344702214,6,"영육일삼은 켄싱턴 리조트 서귀포점 건너편에 있다. 주문과 동시에 시작하여 제공하는 돈가스 전문점이며 냉우동 냉소바 쯔유를 직접 만들어 사용한다. 쿠로까스(흑돼지 안심)는 촉촉하고 부드러운 식감이고 로스까스는 적당히 바삭하고 육즙이 풍부하다. 가게 내부는 아기자기하고 아늑한 분위기이며 예약과 포장은 하지 않으며 6명 이상은 함께 식사하기 어렵다. 주변 여행지로 법환포구, 강정포구 등이 있다."
2851706,39,영주말가든,20220907171535,20240124112845,,,,,,,,A05,A0502,A05020100,제주특별자치도 제주시 연북로 196,,63147,126.5020254312,33.4812348356,6,"영주말가든은 제주특별자치도 제주시에 위치한 말고기 코스요리 맛집이다. 직접 말농장을 운영하여 신선하고 질 좋은 말고기를 제공한다. 다양한 코스요리가 준비되어 있어 입맛대로 선택하여 먹을 수 있다. 또한 밑반찬이 깔끔해 누구나 부담 없이 즐길 수 있다. 이 외에도 사시미, 육회, 구이, 샤부샤부 등의 단품요리와 점심 특선까지 다양한 요리를 즐길 수 있다."
2783381,39,예원이네 은갈치조림,20211130190743,20231228145309,,,,,http://tong.visitkorea.or.kr/cms/resource/90/2784590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2784590_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 안덕면 일주서로 1524,,63531,126.3529767134,33.2584376655,6,"제주 서귀포시 안덕면에 있는 예원이네 은갈치조림은 가성비 좋은 갈치조림 맛집이다. 갈치조림, 고등어구이, 돌솥밥을 저렴한 값에 먹을 수 있는 곳이다. 갈치조림이나 구이는 2인 이상 주문을 받는 곳이 많은데 이곳은 1인 정식도 판매하여 혼밥 여행객이 오기에도 좋은 곳이다. 예원이네 갈치조림은 한상차림으로 세트 구성도 다양한데 기본으로 갈치조림과 돌솥밥이 나온다. 그 외에 단품으로 전복구이, 전복돌솥밥, 고등어구이 등을 주문할 수 있어서 여럿이 방문한다면 다양하게 맛볼 수 있다."
2905366,39,옛날국수집,20221110171231,20221110171251,,,,,http://tong.visitkorea.or.kr/cms/resource/51/2905351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2905351_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 하귀로 56,,63051,126.4031590470,33.4803694727,6,"옛날국수집은 하귀초등학교 근처에 있다. 메뉴는 잔치국수, 비빔국수, 제주산콩국수가 전부인 국수전문점으로 저렴한 가격에 양이 많기로도 유명하다. 잔치국수 육수는 국내산 멸치를 사용하고, 비빔국수 단맛은 효소를 담가 만들며 화학조미료를 사용하지 않는다. 곱빼기는 양이 두 배며 다 먹을 경우, 보통 가격과 동일하게 받고, 남길 경우 곱빼기 가격을 받는다. 곱빼기 성공자는 매장에 이름을 써 준다. 주변 여행지로 하귀 1항, 내도 알작지 해변 등이 있다."
664154,39,옛날옛적,20081209183912,20230215160505,064-784-2252,옛날옛적,,,http://tong.visitkorea.or.kr/cms/resource/64/1935264_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1935264_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 성산읍 일주동로 4660,,63633,126.8999785392,33.4144013834,6,제주도 지역의 음식을 맛볼 수 있는 곳이다. 대표메뉴는 쌈밥으로 제주특별자치도 서귀포시에 있는 한식 전문점이다.
2847852,39,옛날팥죽,20220902094422,20220902094433,,,,,http://tong.visitkorea.or.kr/cms/resource/43/2847843_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2847843_image3_1.JPG,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 성읍민속로 130,,63624,126.7989489935,33.3885998263,6,"옛날팥죽은 성읍민속마을 옆에 있다. 말 그대로 옛날식 팥죽 전문점으로 새알심이 푸짐하게 들어 있다. 너무 달지 않고, 부드럽고 구수한 맛으로 도민 맛집이었는데, 몇 해 전 유명 연예인 맛집으로 TV 프로그램에 소개되면서 전국적인 인기를 얻게 되었다. 주변 여행지로 성읍민속마을과 영주산, 표선해수욕장 등이 있다."
2831635,39,오는정김밥,20220803112222,20220803112231,,,,,http://tong.visitkorea.or.kr/cms/resource/32/2831632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2831632_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 동문동로 2,,63590,126.5675888551,33.2496475788,6,"제주 서귀포 여행자의 거리에 있는 오는정김밥은 제주의 대표 김밥 맛집이다. 줄을 서서 예약하고 받아 갈 때도 긴 줄을 서야 하는 수고를 마다하지 않는다. 밥에 양념하고 김밥 소로 유부튀김을 넣는 것이 특징이다. 메뉴는 원조 오는정김밥을 비롯해 치즈김밥, 떡갈비김밥 등 여섯 가지다. 매장에서는 먹을 수 없고, 2줄 이상 포장만 가능하며, 예약시간을 30분 초과하면 예약이 취소된다. 서귀포 이중섭 거리와 천지연폭포, 정방폭포에서 가깝다."
1984276,39,오늘은 회,20150115234726,20230727103405,064-738-2400,오늘은 회,,,http://tong.visitkorea.or.kr/cms/resource/39/1937939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1937939_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 예래로 468,,63538,126.3684231092,33.2353460127,6,"대평리 인근에 위치한 해산물 전문 음식점으로 인근에는 예래포구가 있으며, 한치회, 소라회, 쥐치조림, 매운탕 등 다양한 해물요리를 제공한다."
2791213,39,오늘은녹차한잔,20211210014723,20230809163713,,,"<a href=""http://www.onulun.com"" target=""_blank"" title=""새창 : 오늘은녹차한잔 사이트로 이동"">http://www.onulun.com</a>",,http://tong.visitkorea.or.kr/cms/resource/24/2791224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2791224_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 표선면 중산간동로 4772,,63624,126.7910859395,33.3818782196,6,"오늘은녹차한잔을 방문하면 녹차밭 구경부터 베이커리 카페는 물론 녹차 족욕 체험 그리고 동굴까지 볼 수 있다. 1층에는 녹차 관련 기념품 숍과 족욕 체험실이 있고, 2층에 베이커리 카페가 있다. 녹차가 메인인 이곳의 시그니처 메뉴는 역시 녹차의 종류인 호지차로 만든 아이스크림, 밀크티, 셰이크이다. 떫은맛을 줄이기 위해 두 번 덖어 더 구수하고 카페인은 일반 녹차의 1/3로 어른, 아이 등 누구나 부담 없이 즐길 수 있다. 카페 이용 전 녹차 밭과 동굴 구경을 하고 이곳에만 있는 녹차 족욕 체험장을 이용해 보는 것도 좋다. 버블 족욕제, 녹차 소금, 녹차 오일을 제공하여 약 30분 동안 피로를 풀어주는 마사지 프로그램이다. 다양한 볼거리, 즐길 거리가 있어 제주도 서귀포시 표선을 여행한다면 꼭 방문해 보길 추천한다."
2808937,39,오드랑베이커리,20220228163220,20230321085945,,,,,,,,A05,A0502,A05020900,제주특별자치도 제주시 조함해안로 552-3,,63333,126.6715954192,33.5421641344,6,오드랑베이커리는 커피와 빵을 판매하는 베이커리 카페이다. 다양한 빵을 판매하는데 그 중 제주어로 마늘을 뜻하는 마농바게트가 유명하다. 가게 앞에 주차 공간이 있지만 넉넉한 편은 아니므로 방문시 참고하여야 한다.
2854145,39,오드씽,20220915144947,20220915165447,,,"<a href=""https://www.instagram.com/oddsing_jeju/""target=""_blank"" title=""새창 : 오드씽 사이트로 이동"">https://www.instagram.com/oddsing_jeju/</a>",,http://tong.visitkorea.or.kr/cms/resource/39/2854139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2854139_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 고다시길 25,,63240,126.5268959269,33.4620484659,6,"오드씽은 제주 오드싱오름 근처에 있다. 수영장이 있는 대형 카페&다이닝라운지로 씨푸드플레이드, 가든샐러드썬피자 같은 음식과 뭐햄쉬, 엘더플라워에이드 같은 시그니처 음료, 다양한 칵테일, 와인, 맥주를 판매한다. 공지하는 수영장 이용규칙에 따라 수영장도 운영한다. 수영장은 일정금액 이상 주문한 경우 이용할 수 있다. 내부 공간은 1, 2층을 오픈하여 높은 천장이 있고, 커다란 스테인드글라스, 플랜테리어가 돋보이고, 외부에는 이국적인 파라솔 테이블이 있다. 곳곳에 사진 찍기 좋은 포토존이 많다. 근처 여행지로 제주아트센터, 민오름이 있다."
2836470,39,오또도넛 서귀점,20220812165340,20240112094633,,,"<a href=""https://www.instagram.com/ottodonut_seogwipo/""target=""_blank"" title=""새창 : 오또도넛 서귀점 사이트로 이동"">https://www.instagram.com/ottodonut_seogwipo/</a>",,http://tong.visitkorea.or.kr/cms/resource/66/2836466_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2836466_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 부두로 16,천일빌딩 1층,63596,126.5650864243,33.2438481791,6,"오또도넛은 제주 서귀포 솔동산 거리에 있다. 주변에 관광호텔이 많아 가벼운 아침 식사로 좋고, 도넛 선물 박스도 인기다. 음료를 테이크아웃하면 매장에서 직접 만든 오리지널도넛을 하나씩 서비스로 준다. 오리지널도넛 이외에 제주 식재료를 적용한 서귀녹차숲, 제주 풋귤글레이즈 등을 맛볼 수 있다. 이곳은 도넛전문점으로 단체주문, 배달도 가능하다. 서귀포 중문에 본점이 있다. 주변 여행지로는 정방폭포, 천지연폭포 등이 있다."
2864309,39,오뚜기빵집,20221006111324,20221006111334,,,,,http://tong.visitkorea.or.kr/cms/resource/97/2864297_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/2864297_image3_1.JPG,Type3,A05,A0502,A05020200,제주특별자치도 서귀포시 태위로 129,,63611,126.6611773948,33.2751462540,6,"오뚜기빵집은 제주 위미농협 건너편에 있다. 양배추를 많이 넣고, 케첩, 마요네즈 소스로 맛을 낸 일명 '사라다' 햄버거집으로 여행자들에게 소문이 나면서 빵지순례 코스로 찾아가는 옛날식 빵집이다. 요즘 유행하는 빵은 없고, 맘모스빵, 오꾸시, 구리볼 등 이제는 이름도 낯선 옛날식 빵을 판매한다. 학교 다닐 때 매점에서 먹던 추억의 햄버거 맛으로 유명해져 제주 도두동에 2호점도 있다. 주변 여행지로 위미항, 쇠소깍 등이 있다."
2815713,39,오라디오라,20220411174244,20230219215208,,,,,,,,A05,A0502,A05020900,제주특별자치도 서귀포시 사계로114번길 54-102,,63528,126.3081783424,33.2350839854,6,"빨간 벽돌로 지어진 웅장한 건물이 눈에 띈다. 오라디오라는 실내에 베이킹 공간이 크게 자리잡고 있어 디저트를 직접 만드는 곳이란걸 단번에 알 수 있다. 다양한 디저트 외에 브런치 메뉴도 있으며, 주차장도 넓어 이용하기 편리하다."
1896538,39,오라숲소리(구 고내촌숲소리),20140219185548,20230906164303,064-744-2545,오라숲소리(구 고내촌숲소리),"<a href=""http://www.숲소리.com"" target=""_blank"" title=""새창 : 오라숲소리 홈페이지로 이동"">http://www.숲소리.com</a>",,,,,A05,A0502,A05020100,제주특별자치도 제주시 오라로 80,,63148,126.5117825919,33.4955500733,6,"제주시 오라 2동에 있는 한정식 전문점 오라 숲소리는 고내촌 숲소리로 운영하다가 오라동으로 이전하면서 상호를 변경하여 운영 중인 음식점이다. 인근에는 제주종합 경기장과 한천이 있으며 공항에서 자동차로 5분 거리에 있다. 단체 연회석 50석을 비롯해 110석의 좌석이 마련되어 있으며 메뉴에는 한정식, 연잎밥 이외에 제주 흑돼지 샤부샤부를 제공하고 있다."
2904375,39,오랑우탄면사무소,20221110105346,20221206131218,,,,,http://tong.visitkorea.or.kr/cms/resource/72/2904372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2904372_image3_1.jpg,Type3,A05,A0502,A05020700,제주특별자치도 서귀포시 산방로 367-1,1층,63528,126.2975710170,33.2311675843,6,"오랑우탄면사무소는 사계리사무소 근처에 있다. 제주의 식재료를 이용해 탄탄면을 요리하는 단일메뉴 식당으로 매운 정도는 주문할 때 조절할 수 있다. 면, 온천 계란, 고수 등 취향에 따라 추가 주문을 할 수 있고, 곁들임 요리로 오이무침이 있다. 밥은 무료 제공이고 온천계란에는 카레가루가 뿌려나온다. 내부에는 가게 이름처럼 오랑우탄 장식과 소품이 많고, 굿즈로 티셔츠도 판매한다. 주변 여행지로 산방산, 사계 해안 등이 있다. 
※반려동물 동반 가능"
2845346,39,오르다,20220829171235,20220916134915,,,"<a href=""https://www.instagram.com/orda_jeju/""target=""_blank"" title=""새창 : 오르다 사이트로 이동"">https://www.instagram.com/orda_jeju/</a>",,http://tong.visitkorea.or.kr/cms/resource/42/2845342_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2845342_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 한도로 269-37,,63643,126.9355325410,33.4687487344,6,"천국의 계단 포토존이 있는 전망 좋은 베이커리카페, 오르다는 제주특별자치도 서귀포시 성산읍에 있는 베이커리 카페다. 제주 동쪽 끝에 있어 우도와 성산일출봉을 좌우로 조망할 수 있는 국내 최고의 뷰를 자랑하는 곳으로 올레길 1코스에 있다. 주간에는 다양한 음료와 베이커리를 맛볼 수 있고 야간에는 화려한 조명 아래서 다양한 주류를 즐길 수 있다. 하늘을 향해 나 있는 일명 ''천국의 계단''이 대표적인 포토존이지만 곳곳에 사진으로 담을 만한 곳이 많다. 카페 외부는 이국적인 파라솔과 테이블로 꾸며 놓았고, 내부는 현대적이고 심플하게 소품과 테이블을 배치했다. 넓은 창을 통해 제주의 바다와 하늘을 모두 즐길 수 있다. 매장 한 켠에 미니오븐이 준비되어 있어 빵을 데워 먹을 수 있고, 굿즈도 판매한다. 반료동물 동반이 가능하며 주변 여행지로 성산일출봉, 우도, 섭지코지 등이 있다.
※ 반려동물 동반 가능"
2845353,39,오른,20220829171757,20240118153951,,,"<a href=""https://www.instagram.com/orrrn_official/""target=""_blank"" title=""새창 : 오른 사이트로 이동"">https://www.instagram.com/orrrn_official/</a>",,http://tong.visitkorea.or.kr/cms/resource/50/2845350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2845350_image2_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 해맞이해안로 2714,,63639,126.9157675160,33.4718314066,6,"오른은 오조리 방파제, 성산고등학교 근처 해안도로에 있다. 노출콘크리트와 통창 유리, 낮은 수조로 시선을 사로잡는 외관과 모던하고 심플한 인테리어, 창밖으로 보이는 바다와 우도 풍경으로 인기 있는 대형카페이다. 어린이를 위한 곰돌이 우유, 오른 라테와 같은 시그니처 음료가 있으며 시즌 메뉴와 브런치, 베이커리류가 있다. 주변 여행지로 우도 가는 성산포항, 성산일출봉, 하도 해수욕장 등이 있다. 리드줄을 착용한 반려동물은 동반이 가능하며, 반려동물을 위한 웰컴쿠기가 제공된다."
1984486,39,오름가든,20150116185229,20230526102432,064-784-6041,오름가든,,,http://tong.visitkorea.or.kr/cms/resource/42/1937942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1937942_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 비자림로 657,,63346,126.6766807133,33.4369952950,6,"[제주시 조천읍 교래리에 위치한 토종닭, 흑돼지, 꿩요리 전문점 오름가든]<br /> 오름가든은 제주 미니랜드 인근에 위치한 토종닭, 흑돼지, 꿩요리를 전문으로 하는 음식점이다. 토종닭 코스요리와 꿩한마리 코스요리, 흑돼지 샤브샤브 등 다양한 종류로 토종닭, 흑돼지, 꿩요리를 맛볼 수 있다.<br>"
2035397,39,오름나그네,20151023013020,20230125155051,064-784-2277,오름나그네,,,,,,A05,A0502,A05020100,제주특별자치도 제주시 조천읍 선교로 525,,63341,126.7120771375,33.4590961966,6,"제주특별자치도 제주시 조천읍에 위치한 오름나그네는 거문오름, 산굼부리 등 유명 관광지와 인접해있어 중간에 식사하기에 최적의 장소에 있다. 대표메뉴는 보말칼국수와 전복성게칼국수로 제주도의 토속음식을 즐길 수 있는 음식점이다. <br>"
2873749,39,오리프,20221024164839,20221024164956,,,"<a href=""https://www.instagram.com/oh___leaf""target=""_blank"" title=""새창 : 오리프 사이트로 이동"">https://www.instagram.com/oh___leaf</a>",,http://tong.visitkorea.or.kr/cms/resource/34/2873734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2873734_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 서귀포시 태위로 255,,63610,126.6743734694,33.2753769945,6,"오리프는 세천동 정류장 앞에 있다. 겨울이면 겹동백이 화려하게 피는 남원 위미리 길가에 있으며 감성 카페로 소문이 나면서 대기자가 많다. 주문은 1인 1 음료수 필수이고, 약 90분간 매장에 머물 수 있다. 과도한 사진은 자제할 것을 공지하고 있지만 여행자들은 많은 사진을 찍는 포토스팟이기도 하다. 몽환적인 벽, 식물과 소품, 광목 커튼, 창문 너머 제주마을 풍경이 아름답다. 주변 여행지로 남원큰엉해안경승지, 제주동백수목원 등이 있다."
2904992,39,오만정성 제주협재점,20221110154114,20221110154131,,,,,http://tong.visitkorea.or.kr/cms/resource/88/2904988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2904988_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 제주시 일주서로 5083,1층,63011,126.2504521543,33.3890799473,6,"한식당 오만정성은 협재리 일주서로 변에 있다. 갈치 조림에 제주산 고사리를 넣은 고사리갈치조림이 대표메뉴로 달고 고소한 갈치살과 통통한 고사리의 조화가 별미이다. 해물전골은 문어, 새우, 전복, 게, 파, 고추 등이 큼직큼직하게 들어 있어 보기에도 좋고 국물도 진하고 풍성하다. 모든 메뉴 포장할 수 있으며 어린이들을 위한 음료를 준비하는 등 가족 여행자들이 방문하기에 좋다. 주변 여행지로 협재해수욕장, 한림공원 등이 있다."
2903088,39,오스모시스,20221109141446,20221109141534,,,,,http://tong.visitkorea.or.kr/cms/resource/75/2903075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2903075_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 해맞이해안로 1026,주 1동 1층,63359,126.8308899530,33.5407946303,6,"오스모시스는 제주시 구좌읍 해맞이 해안로 한동리 바닷가에 있다. 부모님이 직접 농사지은 당근으로 주문과 동시에 착즙하는 100% 구좌 당근주스와 유기농 원당을 사용해 만드는 당근 케이크가 대표 메뉴이며 고메버터스콘, 바스크치즈케이크, ABC주스도 맛볼 수 있다. 빈티지 LP 사운드의 음악을 들을 수 있는 오션 뷰 카페로 모든 디저트는 당일분만 직접 만들어 판매한다. 주변 여행지로는 평대 해변, 코난 해변, 월정리 해수욕장 등이 있다."
2756100,39,오전열한시,20211013185659,20231017163549,,,"<a href=""https://www.instagram.com/11am_jeju/"" target=""_blank"" title=""새창 : 오전열한시 사이트로 이동"">https://www.instagram.com/11am_jeju/</a>",,http://tong.visitkorea.or.kr/cms/resource/70/2756070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2756070_image2_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 상예로 248,,63534,126.3942757212,33.2667762829,6,"서귀포시 중문에 있는 오전 열한 시는 퓨전 한식을 만드는 곳이다. 메뉴는 남녀노소 누구나 좋아할 만한 육쌈 동치미, 전복 볶음밥, 간장 새우밥이 딱 세 메뉴이다. KBS 배틀트립 신화 편(108회)에 나와 웨이팅이 다소 길 수 있지만, 매장을 둘러싼 야자수, 나무, 꽃들 사이로 놓인 벤치에서 기분 좋게 사진 찍으며 기다릴 만하다. 시원한 동치미 국수에 돼지고기를 싸 먹거나 3일 숙성한 간장새우에 참기름 고소한 덮밥을 먹거나 땅콩소스를 곁들인 전복 볶음밥을 먹으며 하루를 만끽해 보자. 간장새우밥에 고추냉이를 얹어 먹으면 더 맛있다고 한다."
404168,39,오조해녀의집,20080120073343,20230526094719,064-784-0893,오조해녀의집,,,http://tong.visitkorea.or.kr/cms/resource/97/401497_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/401497_image3_1.jpg,Type3,A05,A0502,A05020100,제주특별자치도 서귀포시 성산읍 한도로 141-13,,63639,126.9223364380,33.4697956273,6,"성산 일출봉에서 제주 방향으로 방조제를 건너면 등대를 닮은 하얀 건물이 보이는데 이곳이 오조리 어촌계에서 직영하는 해녀식당 오조리 해녀의 집이다. 이곳 메뉴는 전복, 소라, 해삼 등의 해산물 이름만이 적혀있다. 싱싱한 재료의 맛을 온전히 맛볼 수 있는 회나 구이가 주가 되고 그 중 가장 인기 있는 메뉴는 역시 전복죽이다."
2864250,39,오지하우스 제주본점,20221006105710,20221006105721,,,,,http://tong.visitkorea.or.kr/cms/resource/48/2864248_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2864248_image3_1.JPG,Type3,A05,A0502,A05020200,제주특별자치도 제주시 광양10길 26,,63207,126.5277616910,33.4985111111,6,"오지하우스는 제주시청 근처에 있다. 오지(Aussie)는 호주 사람을 뜻하여 오지하우스는 '호주 사람의 집'이라는 의미로 서호주에 있는 도시 퍼스의 머독에서 열린 오지 하우스 파티를 컨셉으로 하고 있다. 하우스 파티 음식인 피자, 치킨, 파스타, 핫도그 등을 제공하며 새벽까지 열리는 펍이다. 매장 내부에는 국내 프로야구팀 저지와 야구공, 다트 등이 있으며 안쪽에 프라이빗 파티룸이 있다. 주변 여행지로 제주도 민속자연사박물관, 신산공원, 삼성혈 등이 있다."
2854170,39,오지힐제주,20220915145619,20220915145635,,,,,http://tong.visitkorea.or.kr/cms/resource/62/2854162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2854162_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 일주서로 4469 너울빌리지,1층,63003,126.1933827032,33.3627708531,6,"오지힐제주는 판포포구 근처에 있다. 호주식 디저트와 음료를 제공하는 서부 감성 카페로 초록색 포인트를 준 심플한 인테리어와 다양한 호주 소품으로 꾸며져 있다. 시그니처 메뉴는 호주 전통 머랭 케이크인 파블로바이며 스콘, 타르트, 바게트, 치아밭, 브라우니 등의 베이커리와 다양한 케이크를 맛볼 수 있다. 그 외 수제 크림이 들어간 오지슈페너도 이곳만의 메뉴이다. 주변 여행지로는 판포포구, 신창풍차 해안도로 등이 있다."
2840638,39,오짜장,20220822150336,20240119171552,,,,,http://tong.visitkorea.or.kr/cms/resource/27/2840627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2840627_image3_1.jpg,Type3,A05,A0502,A05020400,제주특별자치도 제주시 조공포길 36,,63070,126.4341228251,33.4890245608,6,"오짜장은 제주공항 근처 외도동에 있다. 정통 중화요리 집으로 배달하지 않아도 많은 손님이 찾는 지역 맛집이다. 여행자 사이에도 입소문이 나 있다. 널찍한 실내에 테이블 수도 많고 안쪽엔 신발을 벗고 들어가 앉을 수 있는 룸도 있다. 대표메뉴는 신선한 재료를 사용한 짬뽕이며 이 외에도 다양한 중화요리가 준비되어 있다. 근처 여행지로 내도 알작지 해변, 이호테우 해변 등이 있다."
2905008,39,오후다섯시 두가지착각 조차도,20221110154533,20221110154548,,,"<a href=""https://www.instagram.com/5pmillusion/""target=""_blank"" title=""새창 : 오후다섯시 두가지착각 조차도 사이트로 이동"">https://www.instagram.com/5pmillusion/</a>",,http://tong.visitkorea.or.kr/cms/resource/98/2904998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2904998_image3_1.jpg,Type3,A05,A0502,A05020900,제주특별자치도 제주시 조함해안로 273-37,,63332,126.6485610802,33.5521876555,6,"오후 다섯 시 두 가지 착각조차도는 제주시 조천읍 신흥해수욕장 앞에 있는 오션뷰 카페이다. 다양한 베이커리와 음료를 제공하는 디저트 카페로 모든 빵은 직접 당일 생산 당일 판매를 원칙으로 한다. 시그니처 음료인 '오후 다섯시'는 오후 5시 ~6시에만 마실 수 있는 카페인 프리인 차이고, 라테 종류인 '두 가지 착각'과 '조차도'는 피스타치오와 핑크 솔트가 어우러진 라테이다. 실내는 전체적으로 넓고, 2층에서는 창문을 통해 아름다운 제주 바다를 내려다볼 수 있다. 옥상에도 바다를 조망하는 좌석이 있어 여유 있는 휴식을 취할 수 있다.  앞에는 신흥 해수욕장이 있고, 뒤로는 한라산과 오름을 마주할 수 있어 뷰가 아름다운 곳이다, 근처 여행지로 조천만세동산 등이 있다."
2847770,39,오후새우시,20220901172232,20220901172242,,,,,http://tong.visitkorea.or.kr/cms/resource/62/2847762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2847762_image3_1.jpg,Type3,A05,A0502,A05020100,"제주특별자치도 서귀포시 천제연로 184 삼순이부대찌개,부떼중문점,중문보석",,63546,126.4241956865,33.2516145391,6,"오후새우시는 제주특별자치도 서귀포시 중문동우체국 근처에 있다. 오후 세 시를 좋아하는 동생과 새우를 요리하는 오빠가 만나 문을 열었다. 이곳의 메뉴는 치즈매콤새우, 와사마요게살김밥, 허니마요게살김밥, 전복, 딱새우, 꽃게가 들어간 딱!새우시 라면 등이다. 새우메뉴는 새우튀김과 밥, 빵이 어우러져 식사용으로 충분하며 길가 작은 매장으로 도시락을 싸 가기 좋다. 근처 여행지로 베릿네오름, 대포주상절리, 제주관광공사 중문면세점 등이 있다."
